-1.29E-03,0,8.00E-02
-1.29E-03,0,8.00E-02
-1.29E-03,0,8.00E-02
-1.29E-03,0,8.00E-02
-1.29E-03,0,8.00E-02
-1.29E-03,0,8.00E-02
-1.28E-03,0,4.00E-02
-1.28E-03,0,4.00E-02
-1.28E-03,0,4.00E-02
-1.28E-03,0,4.00E-02
-1.28E-03,0,0
-1.28E-03,0,0
-1.28E-03,0,-4.00E-02
-1.28E-03,0,-4.00E-02
-1.28E-03,0,-4.00E-02
-1.28E-03,0,-4.00E-02
-1.27E-03,0,0
-1.27E-03,0,-4.00E-02
-1.27E-03,0,0
-1.27E-03,0,0
-1.27E-03,0,0
-1.27E-03,0,0
-1.27E-03,0,0
-1.27E-03,0,4.00E-02
-1.27E-03,0,4.00E-02
-1.27E-03,0,0
-1.26E-03,0,4.00E-02
-1.26E-03,0,4.00E-02
-1.26E-03,0,4.00E-02
-1.26E-03,0,4.00E-02
-1.26E-03,0,4.00E-02
-1.26E-03,0,4.00E-02
-1.26E-03,0,0
-1.26E-03,0,4.00E-02
-1.26E-03,0,4.00E-02
-1.26E-03,0,4.00E-02
-1.25E-03,-4.00E-02,4.00E-02
-1.25E-03,0,4.00E-02
-1.25E-03,0,4.00E-02
-1.25E-03,0,4.00E-02
-1.25E-03,-4.00E-02,4.00E-02
-1.25E-03,0,4.00E-02
-1.25E-03,0,4.00E-02
-1.25E-03,0,0
-1.25E-03,0,-4.00E-02
-1.25E-03,0,-4.00E-02
-1.24E-03,0,-4.00E-02
-1.24E-03,0,-4.00E-02
-1.24E-03,0,0
-1.24E-03,0,-4.00E-02
-1.24E-03,0,-4.00E-02
-1.24E-03,0,-4.00E-02
-1.24E-03,0,0
-1.24E-03,0,0
-1.24E-03,0,0
-1.24E-03,0,0
-1.23E-03,0,4.00E-02
-1.23E-03,0,4.00E-02
-1.23E-03,0,4.00E-02
-1.23E-03,0,8.00E-02
-1.23E-03,0,8.00E-02
-1.23E-03,0,8.00E-02
-1.23E-03,-4.00E-02,4.00E-02
-1.23E-03,0,8.00E-02
-1.23E-03,0,4.00E-02
-1.23E-03,0,4.00E-02
-1.22E-03,0,4.00E-02
-1.22E-03,0,0
-1.22E-03,0,4.00E-02
-1.22E-03,0,0
-1.22E-03,0,0
-1.22E-03,0,4.00E-02
-1.22E-03,0,0
-1.22E-03,0,4.00E-02
-1.22E-03,0,0
-1.22E-03,0,0
-1.21E-03,0,0
-1.21E-03,0,0
-1.21E-03,0,0
-1.21E-03,0,0
-1.21E-03,0,0
-1.21E-03,0,-4.00E-02
-1.21E-03,0,0
-1.21E-03,0,0
-1.21E-03,0,0
-1.21E-03,0,0
-1.20E-03,-4.00E-02,-4.00E-02
-1.20E-03,0,0
-1.20E-03,0,0
-1.20E-03,0,4.00E-02
-1.20E-03,0,0
-1.20E-03,0,4.00E-02
-1.20E-03,0,4.00E-02
-1.20E-03,0,8.00E-02
-1.20E-03,0,4.00E-02
-1.20E-03,0,8.00E-02
-1.19E-03,0,8.00E-02
-1.19E-03,0,8.00E-02
-1.19E-03,0,8.00E-02
-1.19E-03,0,8.00E-02
-1.19E-03,0,4.00E-02
-1.19E-03,0,4.00E-02
-1.19E-03,0,0
-1.19E-03,0,4.00E-02
-1.19E-03,0,0
-1.19E-03,0,0
-1.18E-03,0,0
-1.18E-03,0,-4.00E-02
-1.18E-03,0,0
-1.18E-03,0,-4.00E-02
-1.18E-03,0,-4.00E-02
-1.18E-03,0,0
-1.18E-03,0,0
-1.18E-03,0,0
-1.18E-03,0,0
-1.18E-03,0,0
-1.17E-03,0,0
-1.17E-03,0,4.00E-02
-1.17E-03,0,4.00E-02
-1.17E-03,0,0
-1.17E-03,0,4.00E-02
-1.17E-03,0,0
-1.17E-03,0,4.00E-02
-1.17E-03,0,4.00E-02
-1.17E-03,0,4.00E-02
-1.17E-03,0,4.00E-02
-1.16E-03,0,4.00E-02
-1.16E-03,0,4.00E-02
-1.16E-03,0,4.00E-02
-1.16E-03,0,4.00E-02
-1.16E-03,0,4.00E-02
-1.16E-03,0,4.00E-02
-1.16E-03,0,8.00E-02
-1.16E-03,0,8.00E-02
-1.16E-03,0,4.00E-02
-1.16E-03,0,4.00E-02
-1.15E-03,0,0
-1.15E-03,0,0
-1.15E-03,0,0
-1.15E-03,0,0
-1.15E-03,0,-4.00E-02
-1.15E-03,0,-4.00E-02
-1.15E-03,0,-4.00E-02
-1.15E-03,0,-4.00E-02
-1.15E-03,0,-4.00E-02
-1.15E-03,0,-4.00E-02
-1.14E-03,0,0
-1.14E-03,0,0
-1.14E-03,0,4.00E-02
-1.14E-03,0,4.00E-02
-1.14E-03,0,4.00E-02
-1.14E-03,0,4.00E-02
-1.14E-03,0,4.00E-02
-1.14E-03,0,4.00E-02
-1.14E-03,0,8.00E-02
-1.14E-03,0,8.00E-02
-1.13E-03,0,4.00E-02
-1.13E-03,0,4.00E-02
-1.13E-03,0,4.00E-02
-1.13E-03,0,4.00E-02
-1.13E-03,0,4.00E-02
-1.13E-03,0,0
-1.13E-03,0,4.00E-02
-1.13E-03,0,4.00E-02
-1.13E-03,0,0
-1.13E-03,0,0
-1.12E-03,0,0
